,id,cnpj
383,5653,02055765000154
384,5654,20825848000167
385,5655,09541597000156
386,5656,19605002000132
387,5825,07312656000199
388,5826,02055765000154
389,5827,11139478000113
390,5828,20825848000167
391,5829,14016932000137
392,5830,09071136000167
393,5831,11139478000113
394,5832,20825848000167
395,5833,04896671000133
396,5834,02055765000154
397,5835,14016932000137
398,5847,02055765000154
399,5848,26524199000140
400,5849,14016932000137
401,5850,04896671000133
402,5851,20825848000167
403,5894,04896671000133
404,5895,02055765000154
405,5896,14016932000137
406,5897,09071136000167
407,5898,19605002000132
408,9046,17911143000158
409,9047,20646994000125
410,9048,18671083000106
411,9049,17696326000106
412,9050,11488758000137
413,9051,10216253000150
414,9052,09326929000180
415,9053,11718416000166
416,9054,59527697000104
417,9055,12981327000170
418,9056,11594621000167
419,9057,13961486000176
420,9058,05229301000105
421,9059,20587905000117
422,9060,02055765000154
423,9061,08568311000163
424,9062,21308808000100
425,9063,06220703000101
426,9064,14793395000131
427,9065,11419992000102
428,9066,15612425000129
429,9067,05306115000122
430,9068,20009977000187
431,9069,05457629000189
432,9070,19846327000107
433,9071,08998697000143
434,10184,20496317000178
435,10185,02055765000154
436,10186,58867425000182
437,10187,08235765000112
438,10188,13758327000179
439,10189,19416252000124
440,10190,17178064000180
441,10191,19248658000145
442,10527,12500834000145
443,10528,20308195000149
444,10529,02055765000154
445,10530,12878495000135
446,10531,07097906000115
447,10863,59274316000467
448,10864,20936189000136
449,10865,20620960000161
450,10866,09071136000167
451,10867,13758327000179
452,10868,10752963000103
453,10869,21308808000100
454,10870,02055765000154
455,10871,58440686000111
456,10932,16754240000111
457,10933,02055765000154
458,10934,20620960000161
459,10935,05868520000134
460,10936,11686277000136
461,10937,03493066000159
462,10938,02055765000154
463,10939,11862730000118
464,10940,05868520000134
465,10941,16500873000101
466,10942,16754240000111
467,10948,02055765000154
468,10949,03493066000159
469,10950,20936189000136
470,10951,11862730000118
471,10952,59274316000467
472,10953,09071136000167
473,10958,20936189000136
474,10959,10229307000112
475,10960,58440686000111
476,10961,05868520000134
477,10962,11862730000118
478,10963,02055765000154
479,11683,20308195000149
480,11684,12500834000145
481,11685,71338651000134
482,11686,02055765000154
483,11687,14788120000100
484,12106,20907355000176
485,12107,11420095000119
486,12108,21875005000138
487,12109,19915068000129
488,12110,02055765000154
489,12111,08992911000154
490,12112,09071136000167
491,12441,13345633000183
492,12442,10828286000151
493,12443,06177718000134
494,12444,37981719000160
495,12445,13833079000183
496,12446,08342296000130
497,12447,20900592000105
498,12448,13758327000179
499,12449,05428208000120
500,12450,20936189000136
501,12451,10752963000103
502,12452,02055765000154
503,12453,10807978000113
504,12454,20936189000136
505,12455,18988405000145
506,12456,10807978000113
507,12457,04191350000133
508,12458,02055765000154
509,12459,16500873000101
510,12460,21613265000135
511,12461,11420095000119
512,12462,10828286000151
513,12463,12980808000161
514,12464,13833079000183
515,12465,20900592000105
516,12466,08342296000130
517,26271,02055765000154
518,26272,11745563000125
519,26273,03282853000151
520,33367,09367060000111
521,33368,03282853000151
522,33369,02055765000154
523,36386,22065117000196
524,36387,21875005000138
525,36388,08772301000145
526,36389,02055765000154
527,36390,17451234000158
528,36391,24903429000157
529,36392,02697297000111
530,36393,02055765000154
531,36394,05868520000134
532,36395,01542005000109
533,36396,01649554000187
534,36482,01649554000187
535,36483,24903429000157
536,36484,02055765000154
537,36485,01542005000109
538,36486,02697297000111
539,36487,08772301000145
540,36488,05868520000134
541,36489,22065117000196
542,36490,02055765000154
543,36491,21875005000138
544,36492,01542005000109
545,36493,20900592000105
546,36494,22065117000196
547,36495,17451234000158
548,36496,01649554000187
549,36497,02055765000154
550,36504,24903429000157
551,36505,05868520000134
552,36506,02055765000154
553,36507,21875005000138
554,36512,24903429000157
555,36513,17451234000158
556,36514,02055765000154
557,36515,21875005000138
558,36516,24912818000149
559,36517,24903429000157
560,36518,00761025000108
561,36519,02055765000154
562,36524,00761025000108
563,36525,02055765000154
564,36526,21875005000138
565,36527,01649554000187
566,36592,24903429000157
567,36593,05868520000134
568,36594,21875005000138
569,36595,02055765000154
570,36763,03493066000159
571,36764,02055765000154
572,36765,19915068000129
573,36766,20936189000136
574,36867,01468471000191
575,36868,02055765000154
576,36869,02055765000154
577,36873,19915068000129
578,36874,02055765000154
579,36875,18768894000120
580,36876,01468471000191
581,36877,02055765000154
582,37102,10511935000196
583,37103,19352303000100
584,37104,13758327000179
585,37105,02055765000154
586,37106,11410574000154
587,37107,05868520000134
588,37112,15376034000152
589,37113,02055765000154
590,37114,10376365000179
591,37115,20900592000105
592,37127,05868520000134
593,37128,15376034000152
594,37129,16699057000160
595,37130,17870967000127
596,37131,02055765000154
597,37132,20900592000105
598,37400,02055765000154
599,37405,02055765000154
600,37411,02055765000154
601,37412,20936189000136
602,37413,20825848000167
603,37417,02055765000154
604,37418,03493066000159
605,37460,02055765000154
606,37461,17451234000158
607,37462,24903429000157
608,37463,05868520000134
609,37468,24903429000157
610,37469,00761025000108
611,37470,01649554000187
612,37471,02055765000154
613,37547,02055765000154
614,37548,10897167000150
615,37549,00543061000103
616,37550,10934430000134
617,37551,10897167000150
618,37552,02055765000154
619,37553,72602303000195
620,38311,01468471000191
621,38312,02055765000154
622,38313,17696326000106
623,38314,26524199000140
624,38315,01468471000191
625,38316,02055765000154
626,39116,07187128000155
627,39117,12906226000135
628,39118,14403381000164
629,39119,17249593000127
630,39120,19964929000169
631,39121,14547833000181
632,39122,10226373000139
633,39123,17079587000179
634,39124,13728507000108
635,39125,00761025000108
636,39126,16754240000111
637,39127,02055765000154
638,39633,08459500000106
639,39634,13816522000108
640,39635,19846327000107
641,39636,21875005000138
642,39637,04461106000143
643,39638,19225144000174
644,39639,10657108000105
645,39640,13961486000176
646,39641,00761025000108
647,39642,37123817000167
648,39643,10828286000151
649,39644,06177718000134
650,39645,15724019000158
651,39646,02055765000154
652,39662,10336598000148
653,39663,20033849000179
654,39664,22045016000153
655,39665,10657108000105
656,39666,21875005000138
657,39667,19846327000107
658,39668,17018410000162
659,39669,13816522000108
660,39670,15724019000158
661,39671,02055765000154
662,39672,10752963000103
663,39673,17606777000105
664,39674,16911267000170
665,39675,06177718000134
666,39676,10336598000148
667,39677,10657108000105
668,39678,16911267000170
669,39679,02055765000154
670,39680,19846327000107
671,39681,08459500000106
672,39682,19614487000120
673,39683,10828286000151
674,39684,21383206000118
675,39685,20496317000178
676,39686,15724019000158
677,39687,18641075000117
678,39688,06177718000134
679,39689,13961486000176
680,41141,02055765000154
681,41142,21332422000134
682,41143,11745563000125
683,41156,09367060000111
684,41157,11745563000125
685,41158,02055765000154
686,50350,15613129000142
687,50351,11862730000118
688,50352,14396046000186
689,50353,72346182000168
690,50354,37103785000138
691,50355,02055765000154
692,50356,06033741000155
693,50357,21875005000138
694,50358,04911656000117
695,50359,08658622000113
696,50360,18408522000192
697,50361,18115260000178
698,50362,12932325000191
699,50363,10444444000170
700,50364,09071136000167
701,50365,10942831000136
702,50366,16754240000111
703,50367,04463413000163
704,50406,04911656000117
705,50407,12981327000170
706,50408,18641075000117
707,50409,07097906000115
708,50410,09071136000167
709,50411,02055765000154
710,50412,11862730000118
711,50413,20907355000176
712,50414,72346182000168
713,50415,08694209000104
714,50416,20936189000136
715,50417,18408522000192
716,50418,08658622000113
717,50419,22575660000133
718,50420,21875005000138
719,50421,20483193000196
720,50440,22770326000130
721,50441,21875005000138
722,50442,15613129000142
723,50443,17248033000158
724,50444,20483193000196
725,50445,02055765000154
726,50446,04463413000163
727,50447,02055765000154
728,50448,22575660000133
729,50449,20907355000176
730,50450,06332473000172
731,50451,11862730000118
732,50452,09071136000167
733,50453,14396046000186
734,50454,20483193000196
735,50455,15613129000142
736,50462,22770326000130
737,50463,15613129000142
738,50464,02055765000154
739,50465,09071136000167
740,50466,07097906000115
741,50467,72346182000168
742,50468,04463413000163
743,50469,22770326000130
744,50470,21875005000138
745,50471,06332473000172
746,50472,03493066000159
747,50473,07097906000115
748,50474,02055765000154
749,50475,17248033000158
750,50476,72346182000168
751,50477,14396046000186
752,50507,18641075000117
753,50508,22770326000130
754,50509,04911656000117
755,50510,11862730000118
756,50511,06332473000172
757,50512,07097906000115
758,50513,21875005000138
759,50514,02055765000154
760,50515,20907355000176
761,50516,20936189000136
762,50517,09071136000167
763,50537,12981327000170
764,50538,18641075000117
765,50539,09071136000167
766,50540,15613129000142
767,50541,06332473000172
768,50542,21875005000138
769,50543,20483193000196
770,50544,04911656000117
771,50545,14396046000186
772,50546,02055765000154
773,50547,22770326000130
774,50548,22575660000133
775,50559,20907355000176
776,50560,04463413000163
777,50561,11862730000118
778,50562,37103785000138
779,50563,18641075000117
780,50564,20936189000136
781,50565,26524199000140
782,50566,19091655000140
783,50567,72346182000168
784,50568,17248033000158
785,50569,21875005000138
786,50570,02055765000154
787,50571,06332473000172
788,50572,06332473000172
789,50573,16754240000111
790,50574,15613129000142
791,50575,20907355000176
792,50576,02055765000154
793,50577,22770326000130
794,50578,21875005000138
795,50579,17248033000158
796,50580,11862730000118
797,50588,11862730000118
798,50589,72346182000168
799,50590,18115260000178
800,50591,15613129000142
801,50592,21875005000138
802,50593,02055765000154
803,50594,17248033000158
804,50595,16754240000111
805,50596,21567593000142
806,50597,06332473000172
807,50598,14396046000186
808,50599,02055765000154
809,50600,21875005000138
810,50601,03493066000159
811,50602,09071136000167
812,50603,20483193000196
813,50604,11862730000118
814,50605,22575660000133
815,50606,18115260000178
816,50607,10942831000136
817,50608,20892519000139
818,50609,20483193000196
819,50610,11862730000118
820,50611,02055765000154
821,50612,15613129000142
822,50613,37103785000138
823,50614,09071136000167
824,50615,07097906000115
825,50616,12932325000191
826,50617,26500918000193
827,50618,02055765000154
828,50619,09071136000167
829,50620,19166629000134
830,50621,06332473000172
831,50622,10444444000170
832,50623,04911656000117
833,50676,20892519000139
834,50677,04911656000117
835,50678,02055765000154
836,50679,16754240000111
837,50680,03493066000159
838,50681,19166629000134
839,50682,07097906000115
840,50683,10444444000170
841,50684,09071136000167
842,50685,20907355000176
843,50686,22575660000133
844,50687,06033741000155
845,50688,72346182000168
846,50689,10444444000170
847,50690,20907355000176
848,50691,22575660000133
849,50692,06332473000172
850,50693,21875005000138
851,50694,02055765000154
852,50695,20907355000176
853,50696,18115260000178
854,50697,02055765000154
855,50698,72346182000168
856,50699,04911656000117
857,50700,19166629000134
858,50701,18066736000128
859,50702,22575660000133
860,50712,02055765000154
861,50713,07097906000115
862,50714,03493066000159
863,50715,15613129000142
864,50716,22575660000133
865,50717,07097906000115
866,50718,21875005000138
867,50719,02055765000154
868,50720,22575660000133
869,50721,15613129000142
870,50722,06332473000172
871,50723,04911656000117
872,50724,09071136000167
873,50725,72346182000168
874,50726,21875005000138
875,50727,19166629000134
876,50728,02055765000154
877,50729,19225144000174
878,50730,11862730000118
879,50750,02055765000154
880,50751,21875005000138
881,50752,04911656000117
882,50753,07097906000115
883,50754,08658622000113
884,50755,10444444000170
885,50756,11862730000118
886,50757,16754240000111
887,50758,17248033000158
888,50759,06033741000155
889,50760,22575660000133
890,50761,15613129000142
891,50762,12981327000170
892,51303,06332473000172
893,51304,07097906000115
894,51305,02055765000154
895,51306,15613129000142
896,51307,02055765000154
897,51308,06332473000172
898,51309,10444444000170
899,51310,11666008000108
900,51311,20483193000196
901,51312,20907355000176
902,51313,22575660000133
903,51314,20936189000136
904,51315,06332473000172
905,51316,72346182000168
906,51317,09071136000167
907,51318,18408522000192
908,51319,15590957000102
909,51320,04463413000163
910,51321,01676300000158
911,51322,02055765000154
912,51323,18641075000117
913,51324,06033741000155
914,51335,20483193000196
915,51336,07097906000115
916,51337,10942831000136
917,51338,06033741000155
918,51339,18641075000117
919,51340,03493066000159
920,51341,16754240000111
921,51342,14396046000186
922,51343,72346182000168
923,51344,02055765000154
924,51538,37981719000160
925,51539,03493066000159
926,51540,02055765000154
927,52132,10463704000154
928,52133,15812762000160
929,52134,02055765000154
930,52135,20483193000196
931,52136,09071136000167
932,52137,22860881000153
933,52138,20483193000196
934,52139,21875005000138
935,52140,13961486000176
936,52141,15812762000160
937,52142,20825848000167
938,52143,02055765000154
939,52144,21875005000138
940,52145,22850543000130
941,52146,22302667000181
942,52147,02055765000154
943,52148,13961486000176
944,52149,16754240000111
945,52150,22302667000181
946,52151,22850543000130
947,52152,02055765000154
948,52153,22860881000153
949,52155,02055765000154
950,52156,20483193000196
951,52157,22302667000181
952,52158,07689236000126
953,52206,07689236000126
954,52207,02055765000154
955,52208,21875005000138
956,52209,16754240000111
957,52210,09071136000167
958,52219,03217016000149
959,52220,09071136000167
960,52221,00503644000100
961,52222,20483193000196
962,52223,02055765000154
963,89124,15984883000199
964,89125,10229307000112
965,89126,20308195000149
966,89127,13303039000120
967,89128,72346182000168
968,89129,22726626000112
969,89130,17451234000158
970,89131,02055765000154
971,89132,05868520000134
972,89133,37123817000167
973,89134,72346182000168
974,89135,02055765000154
975,89136,09071136000167
976,89162,12282605000100
977,89163,17451234000158
978,89164,72346182000168
979,89165,02055765000154
980,89166,20308195000149
981,89167,15984883000199
982,89168,13303039000120
983,89169,17451234000158
984,89170,09071136000167
985,89171,16500873000101
986,89172,05868520000134
987,89173,02055765000154
988,89174,20308195000149
989,89175,21875005000138
990,89183,13303039000120
991,89184,37123817000167
992,89185,16500873000101
993,89186,10229307000112
994,89187,02055765000154
995,89188,15984883000199
996,89189,21875005000138
997,89190,15984883000199
998,89191,05868520000134
999,89192,10229307000112
